Evaluations,BestObjetivo,MediaDesviacionHijos,MediaInfeasibilityHijos,MediaObjetivoHijos,MediaObjetivo
3182,45.71485775908958,13.442522622730078,-5.741013762789559e+281,46.07978392243707,46.07978392243707
3218,45.71485775908958,13.46450864044237,-5.741013762789559e+281,45.96496224543989,45.96496224543989
3254,45.46877847299942,13.479625521507161,-5.741013762789559e+281,45.91130062668847,45.91130062668847
3290,45.46877847299942,13.47907888545485,-5.741013762789559e+281,45.8030445216913,45.8030445216913
3326,45.30229258132881,13.490564239042788,-5.741013762789559e+281,45.66456167369188,45.66456167369188
3362,45.28803977605373,13.49728936986415,-5.741013762789559e+281,45.555466181525944,45.555466181525944
3398,44.93791749781109,13.506314375647868,-5.741013762789559e+281,45.44728704204991,45.44728704204991
3434,44.93791749781109,13.50566564095784,-5.741013762789559e+281,45.32280498062266,45.32280498062266
3470,44.89721686781556,13.508034034809132,-5.741013762789559e+281,45.227051104604314,45.227051104604314
3506,44.89721686781556,13.516071914755706,-5.741013762789559e+281,45.133463539865446,45.133463539865446
3542,44.79853068988412,13.527572375853381,-5.741013762789559e+281,45.001417606272526,45.001417606272526
3578,44.46913297438764,13.536403019880717,-5.741013762789559e+281,44.94505157492062,44.94505157492062
3614,44.46913297438764,13.543881357684498,-5.741013762789559e+281,44.882875632411285,44.882875632411285
3650,44.46913297438764,13.556563392160502,-5.741013762789559e+281,44.780693581271315,44.780693581271315
3686,44.262369691480586,13.57262454029906,-5.741013762789559e+281,44.65337633346433,44.65337633346433
3722,44.25698966864269,13.581458643558074,-5.741013762789559e+281,44.49498937127707,44.49498937127707
3758,44.17066924825005,13.592292668626968,-5.741013762789559e+281,44.400323410589806,44.400323410589806
3794,43.969328660223184,13.579642625551402,-5.741013762789559e+281,44.36457897049545,44.36457897049545
3830,43.969328660223184,13.585261132985735,-5.741013762789559e+281,44.30992478068194,44.30992478068194
3866,43.778592668035444,13.594090910845825,-5.741013762789559e+281,44.1532648804867,44.1532648804867
3902,43.69172900576727,13.58805406406838,-5.741013762789559e+281,44.06350017952363,44.06350017952363
3938,43.57941266168146,13.59829651521011,-5.741013762789559e+281,43.961330315837095,43.961330315837095
3974,43.204398134207814,13.588345913283831,-5.741013762789559e+281,43.81339909217569,43.81339909217569
4010,43.204398134207814,13.587100399392009,-5.741013762789559e+281,43.74701758572192,43.74701758572192
4046,43.20110497912542,13.589239817540282,-5.741013762789559e+281,43.62889000808738,43.62889000808738
4082,42.98684354208872,13.603255916263022,-5.741013762789559e+281,43.509831622269786,43.509831622269786
4118,42.98684354208872,13.607234085727622,-5.741013762789559e+281,43.32500993390807,43.32500993390807
4154,42.82277460879196,13.626688420580514,-5.741013762789559e+281,43.22799499456934,43.22799499456934
4190,42.56917201715785,13.639999072598137,-5.741013762789559e+281,43.10055709061872,43.10055709061872
4226,42.31423599862228,13.6490044440788,-5.741013762789559e+281,42.93527901385696,42.93527901385696
4262,42.10637950816712,13.655888177824727,-5.741013762789559e+281,42.840159781031076,42.840159781031076
4298,41.745203005607216,13.66290375134113,-5.741013762789559e+281,42.62437995533423,42.62437995533423
4334,41.2609262949841,13.671666228339552,-5.741013762789559e+281,42.310143993616954,42.310143993616954
4370,41.2609262949841,13.680456711174745,-5.741013762789559e+281,42.091581784286284,42.091581784286284
4406,41.2609262949841,13.695170426371527,-5.741013762789559e+281,41.916558859751596,41.916558859751596
4442,41.03520641196084,13.68053536220373,-5.741013762789559e+281,41.713548019064675,41.713548019064675
4478,40.93128380346954,13.671025786069468,-5.741013762789559e+281,41.39921492410694,41.39921492410694
4514,40.93128380346954,13.674502743864284,-5.741013762789559e+281,41.24262750320956,41.24262750320956
4550,40.552307208744296,13.686410046157098,-5.741013762789559e+281,41.11020054727939,41.11020054727939
4586,40.288975534454565,13.699892638354038,-5.741013762789559e+281,41.02292274203172,41.02292274203172
4622,40.17967312119917,13.71701454205667,-5.741013762789559e+281,40.84225143004858,40.84225143004858
4658,40.06330337360779,13.739155215549967,-5.741013762789559e+281,40.733289195326705,40.733289195326705
4694,40.06330337360779,13.756058954037737,-5.741013762789559e+281,40.56408717245759,40.56408717245759
4730,39.991591336315246,13.779606625567625,-5.741013762789559e+281,40.37363117620674,40.37363117620674
4766,39.61280078168767,13.776704743591104,-5.741013762789559e+281,40.31218139631182,40.31218139631182
4802,39.25011891848685,13.796660509923884,-5.741013762789559e+281,40.174363258828805,40.174363258828805
4838,39.25011891848685,13.790266206423384,-5.741013762789559e+281,40.08395804924374,40.08395804924374
4874,39.25011891848685,13.790696128329039,-5.741013762789559e+281,39.935794688569906,39.935794688569906
4910,39.25011891848685,13.799661274328036,-5.741013762789559e+281,39.807899065199,39.807899065199
4946,39.16238145041295,13.825128585128255,-5.741013762789559e+281,39.55883233928795,39.55883233928795
4982,38.78736499153696,13.82425831707961,-5.741013762789559e+281,39.43433555022643,39.43433555022643
5018,38.78736499153696,13.851976428736123,-5.741013762789559e+281,39.24751955333532,39.24751955333532
5054,38.78736499153696,13.873201604721226,-5.741013762789559e+281,39.09087892582778,39.09087892582778
5090,38.78736499153696,13.890593914999096,-5.741013762789559e+281,38.991602571534735,38.991602571534735
5126,38.43499567275859,13.901267363434355,-5.741013762789559e+281,38.930122476963795,38.930122476963795
5162,38.43499567275859,13.927296801299086,-5.741013762789559e+281,38.81153698078091,38.81153698078091
5198,38.41230819915619,13.938958957385323,-5.741013762789559e+281,38.75644539683051,38.75644539683051
5234,38.41230819915619,13.947755469174519,-5.741013762789559e+281,38.66323293342372,38.66323293342372
5270,38.067307349780556,13.951085566021181,-5.741013762789559e+281,38.582508540941156,38.582508540941156
5306,38.067307349780556,13.969279590223126,-5.741013762789559e+281,38.477290848725,38.477290848725
5342,38.067307349780556,13.988355780527689,-5.741013762789559e+281,38.4710988786681,38.4710988786681
5378,37.762745489658364,13.99351948362782,-5.741013762789559e+281,38.42517301640132,38.42517301640132
5414,37.762745489658364,13.994678053310068,-5.741013762789559e+281,38.36116722852175,38.36116722852175
5450,37.661201173207985,14.013023878588962,-5.741013762789559e+281,38.244165426198165,38.244165426198165
5486,37.661201173207985,14.020460337907503,-5.741013762789559e+281,38.10824198734735,38.10824198734735
5522,37.518462380873544,14.032640345449684,-5.741013762789559e+281,37.947762715903224,37.947762715903224
5558,37.518462380873544,14.047174372731677,-5.741013762789559e+281,37.874776388506625,37.874776388506625
5594,37.21269303154212,14.069516608361793,-5.741013762789559e+281,37.765717142506965,37.765717142506965
5630,36.98427652744964,14.085558765463011,-5.741013762789559e+281,37.57901235145514,37.57901235145514
5666,36.98427652744964,14.085872308270543,-5.741013762789559e+281,37.453786197814104,37.453786197814104
5702,36.7181647489663,14.107253892972219,-5.741013762789559e+281,37.2451669807983,37.2451669807983
5738,36.7181647489663,14.111305773660227,-5.741013762789559e+281,37.14927598569502,37.14927598569502
5774,36.71305102480912,14.121631891677923,-5.741013762789559e+281,37.04900331280153,37.04900331280153
5810,36.54002423333921,14.143035333166392,-5.741013762789559e+281,36.90643318240947,36.90643318240947
5846,36.463017854302514,14.167162356822967,-5.741013762789559e+281,36.8269244158113,36.8269244158113
5882,36.175352148839366,14.17362070775549,-5.741013762789559e+281,36.719281905431814,36.719281905431814
5918,36.01121094969309,14.175687153620586,-5.741013762789559e+281,36.70306719536447,36.70306719536447
5954,35.91978031468062,14.175597509265769,-5.741013762789559e+281,36.46253609355706,36.46253609355706
5990,35.8872983318968,14.172428210376273,-5.741013762789559e+281,36.4082352954191,36.4082352954191
6026,35.693819394215616,14.189657048095466,-5.741013762789559e+281,36.18228239917089,36.18228239917089
6062,35.384874551272034,14.202673675144144,-5.741013762789559e+281,36.03815935485033,36.03815935485033
6098,35.27000858348977,14.20007005069961,-5.741013762789559e+281,35.82160326988672,35.82160326988672
6134,35.00847636243598,14.19629721870014,-5.741013762789559e+281,35.65145188756301,35.65145188756301
6170,35.00847636243598,14.183132359437147,-5.741013762789559e+281,35.52301823964379,35.52301823964379
6206,35.00847636243598,14.189070691097927,-5.741013762789559e+281,35.29604670691522,35.29604670691522
6242,34.653007213625614,14.227399156335284,-5.741013762789559e+281,35.20382729935093,35.20382729935093
6278,34.49274725743155,14.222919499656566,-5.741013762789559e+281,35.094808975190375,35.094808975190375
6314,34.49274725743155,14.227038864230456,-5.741013762789559e+281,35.05684788630293,35.05684788630293
6350,34.49274725743155,14.234473314520171,-5.741013762789559e+281,34.977797075331736,34.977797075331736
6386,34.49274725743155,14.251896377778197,-5.741013762789559e+281,34.81035271320863,34.81035271320863
6422,34.137550597264095,14.277235960433142,-5.741013762789559e+281,34.67952195548879,34.67952195548879
6458,34.10365982932399,14.297664716220732,-5.741013762789559e+281,34.55112514119794,34.55112514119794
6494,33.867305494552426,14.31886683183238,-5.741013762789559e+281,34.40585780674974,34.40585780674974
6530,33.867305494552426,14.327560971227337,-5.741013762789559e+281,34.33190189436286,34.33190189436286
6566,33.867305494552426,14.3438874465423,-5.741013762789559e+281,34.18902202388927,34.18902202388927
6602,33.83177548149605,14.364363469481738,-5.741013762789559e+281,34.07088836281887,34.07088836281887
6638,33.55785773380332,14.38373649545106,-5.741013762789559e+281,33.930882720816605,33.930882720816605
6674,33.52872959098063,14.38681546005084,-5.741013762789559e+281,33.95277026502444,33.95277026502444
6710,33.311191880687495,14.403615879700386,-5.741013762789559e+281,33.85220288087955,33.85220288087955
6746,33.027547158441294,14.44487635412168,-5.741013762789559e+281,33.73215383005901,33.73215383005901
6782,33.027547158441294,14.488433871298003,-5.741013762789559e+281,33.587536849916845,33.587536849916845
6818,33.027547158441294,14.513571326237614,-5.741013762789559e+281,33.39700021471827,33.39700021471827
6854,33.027547158441294,14.539092371707687,-5.741013762789559e+281,33.30446216291381,33.30446216291381
6890,32.86713980565994,14.557956632028525,-5.741013762789559e+281,33.238377135791524,33.238377135791524
6926,32.479551077824034,14.589838607132206,-5.741013762789559e+281,33.17289576895807,33.17289576895807
6962,31.987383862059435,14.591167975648865,-5.741013762789559e+281,32.940089890554624,32.940089890554624
6998,31.987383862059435,14.604088832661057,-5.741013762789559e+281,32.84395972808463,32.84395972808463
7034,31.987383862059435,14.633921877963934,-5.741013762789559e+281,32.74662151701206,32.74662151701206
7070,31.821756621899965,14.65185098663919,-5.741013762789559e+281,32.5674868416147,32.5674868416147
7106,31.705554867270806,14.683054682121549,-5.741013762789559e+281,32.36344659991116,32.36344659991116
7142,31.215230884020684,14.717853286943193,-5.741013762789559e+281,32.15619402287359,32.15619402287359
7178,31.157368866173467,14.763483782243092,-5.741013762789559e+281,31.952361851080287,31.952361851080287
7214,31.157368866173467,14.791303939363804,-5.741013762789559e+281,31.76219883684424,31.76219883684424
7250,30.91359972687421,14.83827354470198,-5.741013762789559e+281,31.546088105178296,31.546088105178296
7286,30.848044859367725,14.869403056999865,-5.741013762789559e+281,31.300102297656785,31.300102297656785
7322,30.172074657587043,14.877661754755398,-5.741013762789559e+281,31.27140378009562,31.27140378009562
7358,30.172074657587043,14.909243124611056,-5.741013762789559e+281,31.05192092347391,31.05192092347391
7394,30.172074657587043,14.921917579579501,-5.741013762789559e+281,30.96046038067323,30.96046038067323
7430,30.172074657587043,14.943863170813009,-5.741013762789559e+281,30.800275213883843,30.800275213883843
7466,30.172074657587043,14.985886454243179,-5.741013762789559e+281,30.60710622284161,30.60710622284161
7502,30.013826328685724,15.004680475333187,-5.741013762789559e+281,30.478145733822938,30.478145733822938
7538,29.856930768559213,15.034685796016975,-5.741013762789559e+281,30.282900518412053,30.282900518412053
7574,29.856930768559213,15.05894296501437,-5.741013762789559e+281,30.167481360593655,30.167481360593655
7610,29.699673442525317,15.059765417795425,-5.741013762789559e+281,30.12451670450876,30.12451670450876
7646,29.699673442525317,15.071493959313713,-5.741013762789559e+281,30.009849078151063,30.009849078151063
7682,29.434260904080027,15.07410964881048,-5.741013762789559e+281,29.923843459247383,29.923843459247383
7718,29.434260904080027,15.06620504614539,-5.741013762789559e+281,29.884545903416555,29.884545903416555
7754,29.434260904080027,15.105854189310243,-5.741013762789559e+281,29.772947109803148,29.772947109803148
7790,29.434260904080027,15.100346479293192,-5.741013762789559e+281,29.66156504388727,29.66156504388727
7826,29.218052311553762,15.112594735585834,-5.741013762789559e+281,29.67514726612355,29.67514726612355
7862,29.218052311553762,15.14002616856915,-5.741013762789559e+281,29.541601095315958,29.541601095315958
7898,29.218052311553762,15.143409178303619,-5.741013762789559e+281,29.477783236433716,29.477783236433716
7934,29.218052311553762,15.139457037574996,-5.741013762789559e+281,29.509859037127153,29.509859037127153
7970,28.96138661360125,15.175195801791524,-5.741013762789559e+281,29.450446072821094,29.450446072821094
8006,28.96138661360125,15.199826917423422,-5.741013762789559e+281,29.413726332604337,29.413726332604337
8042,28.96138661360125,15.205874509436619,-5.741013762789559e+281,29.303576808134093,29.303576808134093
8078,28.864112411434633,15.208183382631189,-5.741013762789559e+281,29.210565996769198,29.210565996769198
8114,28.54517784727596,15.250559832684853,-5.741013762789559e+281,29.041740487976266,29.041740487976266
8150,28.394265131290503,15.265210760500565,-5.741013762789559e+281,28.977058072174874,28.977058072174874
8186,28.394265131290503,15.272703820694558,-5.741013762789559e+281,28.893997752960207,28.893997752960207
8222,28.394265131290503,15.318227055142815,-5.741013762789559e+281,28.805514957729216,28.805514957729216
8258,28.202045965746247,15.341127749511273,-5.741013762789559e+281,28.658331885866083,28.658331885866083
8294,28.202045965746247,15.342575191415888,-5.741013762789559e+281,28.642181509951744,28.642181509951744
8330,28.007290785412856,15.336214002404615,-5.741013762789559e+281,28.54318315226374,28.54318315226374
8366,28.007290785412856,15.374560312477934,-5.741013762789559e+281,28.465406780877526,28.465406780877526
8402,27.827348047039777,15.39588891567039,-5.741013762789559e+281,28.395928530560603,28.395928530560603
8438,27.827348047039777,15.457440694840955,-5.741013762789559e+281,28.227291403734444,28.227291403734444
8474,27.827348047039777,15.472392564418058,-5.741013762789559e+281,28.107136608644232,28.107136608644232
8510,27.827348047039777,15.490967938769534,-5.741013762789559e+281,28.04062372655775,28.04062372655775
8546,27.827348047039777,15.508750628884451,-5.741013762789559e+281,28.006984324464767,28.006984324464767
8582,27.746995550352572,15.536499930842497,-5.741013762789559e+281,27.962305869387603,27.962305869387603
8618,27.353358860074387,15.551463832785567,-5.741013762789559e+281,27.88967775236193,27.88967775236193
8654,27.26572496907349,15.586580713022759,-5.741013762789559e+281,27.832075333302413,27.832075333302413
