Evaluations,BestObjetivo,MediaDesviacionHijos,MediaInfeasibilityHijos,MediaObjetivoHijos,MediaObjetivo
10,95.18646185573354,45.70953651496853,5.54397103688455e-310,5.54397103700125e-310,96.25747563873364
18,95.18646185573354,45.6199746958437,1819.6,95.72219886322428,95.72219886322428
26,94.60472996561029,45.48903681413191,1808.2,95.21442451983323,95.21442451983323
34,94.60472996561029,45.49880583056195,1808.0,95.19808979597774,95.19808979597774
42,94.60472996561029,45.439704983998126,1797.0,95.02446525642547,95.02446525642547
50,94.32062454363046,45.51397974798417,1794.2,94.98629792052301,94.98629792052301
58,94.32062454363046,45.513524799173865,1774.4,94.49745128809434,94.49745128809434
66,94.31139632333796,45.49680254599226,1769.0,94.35538651667707,94.35538651667707
74,94.20843500418911,45.48833213990516,1767.1,94.30817023926883,94.30817023926883
82,94.1199105869859,45.46983468985023,1766.5,94.25126555770973,94.25126555770973
90,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
97,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
104,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
111,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
118,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
125,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
132,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
139,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
146,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
153,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
160,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
167,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
174,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
181,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
188,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
195,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
202,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
209,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
216,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
223,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
230,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
237,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
244,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
251,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
258,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
265,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
272,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
279,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
286,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
293,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
300,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
307,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
314,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
321,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
328,94.1093166615482,45.47922820370586,1764.0,94.16830689460546,94.16830689460546
336,94.1093166615482,45.436190343902126,1762.6,94.14213484459697,94.14213484459697
344,94.00099907905079,45.45063798040584,1760.7,94.09574132447945,94.09574132447945
352,93.99040515361308,45.46575448170711,1759.3,94.05124821918926,94.05124821918926
360,93.93056463111989,45.45349859151478,1757.3,93.98704445840302,93.98704445840302
368,93.86884329816684,45.45680676519864,1756.9,93.97205151968294,93.97205151968294
376,93.79119352722918,45.44252444490074,1755.3,93.9163731370251,93.9163731370251
384,93.76978947262708,45.44517331935017,1753.1,93.85359965836545,93.85359965836545
392,93.72691018798159,45.41395149292508,1750.7,93.76520936533572,93.76520936533572
400,93.65591826556917,45.41805953349591,1750.7,93.75665700497079,93.75665700497079
408,93.65591826556917,45.416275738555704,1749.1,93.71263515197481,93.71263515197481
415,93.65591826556917,45.416275738555704,1749.1,93.71263515197481,93.7108832301191
422,93.5856720118058,45.416275738555704,1749.1,93.71263515197481,93.69851133435722
429,93.5856720118058,45.416275738555704,1749.1,93.71263515197481,93.69851133435722
436,93.43419552730137,45.416275738555704,1749.1,93.71263515197481,93.68336368590677
